Frequency [Hz],PSD [m/s^2]^2/Hz
102.345310617506,4.10788494472234e-13
102.501563000128,2.29274912302431e-11
102.657815382751,7.19212030476381e-11
102.814067765373,3.85528164949694e-11
102.970320147995,1.74321311174703e-11
103.126572530617,9.18427098712492e-12
103.282824913239,4.80383762705832e-12
103.439077295861,1.51893082891243e-12
103.595329678483,2.90174568640737e-13
103.751582061106,6.94114811527957e-15
103.907834443728,1.01253859441502e-13
104.06408682635,1.0593424967123e-13
104.220339208972,2.66631529481802e-13
104.376591591594,4.93777699188885e-13
104.532843974216,8.55522626676424e-13
104.689096356838,8.7407010496341e-13
104.845348739461,1.11786477350985e-12
105.001601122083,8.26941999897811e-14
105.157853504705,8.62843942007302e-13
105.314105887327,1.02143203954422e-11
105.470358269949,1.40550120301379e-11
105.626610652571,2.2543874879752e-12
105.782863035193,8.14291265649895e-13
105.939115417816,2.21977445781792e-12
106.095367800438,1.65820961268323e-12
106.25162018306,1.7422497012452e-12
106.407872565682,5.64860978277726e-13
106.564124948304,3.18838456756468e-12
106.720377330926,5.88629483489539e-13
106.876629713549,1.29667472062417e-11
107.032882096171,1.28194014792731e-11
107.189134478793,1.29701406088743e-12
107.345386861415,8.16229068231091e-13
107.501639244037,1.7503253663103e-12
107.657891626659,1.05499975427506e-12
107.814144009281,3.13714624073413e-12
107.970396391904,2.12148764432991e-12
108.126648774526,7.76596621222722e-12
108.282901157148,2.38226564657476e-12
108.43915353977,6.07267239095793e-13
108.595405922392,1.27919277174458e-12
108.751658305014,1.63225795995072e-12
108.907910687636,8.44319703857524e-13
109.064163070259,1.45797853749307e-12
109.220415452881,5.59063025825122e-12
109.376667835503,6.10532473753459e-13
109.532920218125,3.47450668764927e-12
109.689172600747,2.70321701888179e-12
109.845424983369,1.37026958441438e-12
110.001677365991,2.68996091267372e-12
110.157929748614,8.39025276668838e-13
110.314182131236,1.29816844527088e-12
110.470434513858,3.2910621770547e-12
110.62668689648,5.96235338859361e-12
110.782939279102,3.59534914758995e-12
110.939191661724,5.4167448244699e-12
111.095444044346,6.28319486549131e-11
111.251696426969,4.79954542767836e-11
111.407948809591,2.0164500911446e-11
111.564201192213,1.73373445935937e-11
111.720453574835,1.85859192145878e-11
111.876705957457,1.10505669483185e-11
112.032958340079,7.25459453938125e-12
112.189210722702,4.73491887453395e-11
112.345463105324,8.41034693408413e-11
112.501715487946,4.10933456022071e-11
112.657967870568,6.8387862016413e-12
